Unnamed: 0,Date,Primogem Used,Total Users,Average Used,Primogem Supplied
52,2022-11-20,1272111.176847601,409082,3.109672820724454,60.0
53,2022-11-21,960057.3253335516,409082,2.3468579046097156,60.0
54,2022-11-22,833836.3155102717,409082,2.0383109389077783,60.0
55,2022-11-23,672827.8954189128,409082,1.6447262295063405,60.0
56,2022-11-24,665071.0186697538,409082,1.6257645622876435,60.0
57,2022-11-25,1066474.667925915,409082,2.606994851706785,400.0
58,2022-11-26,773301.8728400304,409082,1.8903346342298863,100.0
59,2022-11-27,634152.2317677144,409082,1.550183659431885,100.0
60,2022-11-28,581131.5556351048,409082,1.4205747396245858,100.0
61,2022-11-29,497669.25301562704,409082,1.2165513344894838,200.0
62,2022-11-30,662260.9062247111,409082,1.618895248934715,100.0
63,2022-12-01,1318184.3369352662,409082,3.222298553676931,40.0
64,2022-12-02,743973.1173214568,409082,1.8186405594024102,0.0
65,2022-12-03,631485.5694474857,409082,1.5436650095762847,220.0
66,2022-12-04,767956.4681890624,409082,1.8772678049610163,200.0
67,2022-12-05,663612.3574005914,409082,1.6221988681990196,200.0
68,2022-12-06,315566.1145700244,409082,0.7714006350072221,840.0
69,2022-12-07,94293.5420436002,409082,0.23050034478075349,60.0
70,2022-12-08,3212244.8749791617,453595,7.081746657214391,0.0
71,2022-12-09,2356548.627348589,453595,5.195270290344005,120.0
72,2022-12-10,2262302.0234915176,453595,4.987493300171998,220.0
73,2022-12-11,2117559.901675438,453595,4.668393394273389,320.0
74,2022-12-12,1704537.900063089,453595,3.757841025723584,200.0
75,2022-12-13,1757538.6093623382,453595,3.874686910927894,380.0
76,2022-12-14,1125553.0923340137,453595,2.4814054218719646,0.0
77,2022-12-15,1227884.4464202202,453595,2.7070061319463843,330.0
78,2022-12-16,1312136.805671556,453595,2.8927497121254775,0.0
79,2022-12-17,1229241.0850531687,453595,2.7099969908247856,350.0
80,2022-12-18,955355.1256127752,453595,2.106185309830962,0.0
81,2022-12-19,952599.0071268902,453595,2.1001091438990516,330.0
82,2022-12-20,827449.6032519192,453595,1.8242035367495655,0.0
83,2022-12-21,762942.966298791,453595,1.6819915702306927,0.0
84,2022-12-22,750208.9236719275,453595,1.653917974563052,0.0
85,2022-12-23,882955.5038914102,453595,1.9465723914315858,0.0
86,2022-12-24,830931.9824195025,453595,1.8318808241261533,0.0
87,2022-12-25,824387.4760518355,453595,1.8174527409954595,0.0
88,2022-12-26,787578.7078498971,453595,1.7363037684496017,0.0
89,2022-12-27,511285.47985780536,453595,1.1271849995211705,40.0
90,2022-12-28,3962443.610713594,389328,10.177648693938258,120.0
91,2022-12-29,1434191.22002176,389328,3.6837607878749026,60.0
92,2022-12-30,1245517.3721232938,389328,3.1991466632846697,60.0
93,2022-12-31,1389358.993321048,389328,3.5686079432279416,60.0
94,2023-01-01,2583895.236981829,389328,6.6368081334551565,60.0
95,2023-01-02,1229105.4123765037,389328,3.156992079625672,60.0
96,2023-01-03,1012545.6250110836,389328,2.600752129338459,140.0
97,2023-01-04,892990.2633680749,389328,2.2936707952371136,80.0
98,2023-01-05,855061.2831166476,389328,2.1962491347055635,80.0
99,2023-01-06,1257669.6003563271,389328,3.2303600058468107,380.0
100,2023-01-07,868404.5819088672,389328,2.2305217757491556,80.0
101,2023-01-08,685289.0632866045,389328,1.760184377405695,0.0
102,2023-01-09,596643.6369191506,389328,1.5324960879236802,0.0
103,2023-01-10,576861.9400486618,389328,1.4816862389775762,20.0
104,2023-01-11,547498.7422353838,389328,1.4062660333584633,0.0
105,2023-01-12,513358.0280680358,389328,1.318574641608196,0.0
106,2023-01-13,514760.8445044109,389328,1.3221778153752386,0.0
107,2023-01-14,530883.3079347324,389328,1.3635888195422174,0.0
108,2023-01-15,516168.6237347828,389328,1.3257937362192875,0.0
109,2023-01-16,641128.4680401001,389328,1.6467566371802185,0.0
