,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Aino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045365589011652815,0.19603243281833654
Albedo,0.02408671852137746,0.031147184551458443,0.027570714737168274,0.03821218037579822,0.03837772261571634,0.04546779470331591,0.03231610494946961,0.027012371338339742,0.02676509718564463,0.02276842594568535,0.02047638305850811,0.019591981177602347,0.013088604422735932,0.007651088932835365,0.013510149756917963,0.0060418372922041615,0.004979199953631216,0.0025319116840707696,0.0017656628403022127,0.009498132821779678,0.010658087003614097,0.019270301982224538,0.02811241897812669,0.020262790968352904,0.01745228069240152,0.032607148917130804,0.03662961339451256,0.02602824863857749,0.025727795483924364,0.032178111854989956,0.03272483478093299,0.01881414313718238,0.0112604204938384,0.013776984520930133,0.0083359731763879,0.02211161113725655,0.009586242793350318,0.025402161287569048,0.012930630175035068,0.022513440009788305,0.0008027978745246539,0.006470313320768413,0.0006679903753442609,0.007741149007650456,0.003974414168793991,,,0.0020330175012242746,,
Alhaitham,,,,,,,,0.028923827827487075,0.11537034351879975,0.13342592348405247,0.10074590831077579,0.08796617324371735,0.10847409941085902,0.12758756170404736,0.11119613685594114,0.10110452926367118,0.09799105344073865,0.17573767854684663,0.1918591561481637,0.11537733126592944,0.11818650144079548,0.1739369020449481,0.15779183549443343,0.08031699961027511,0.08165258377260072,0.0978236337645936,0.09632382033450232,0.07011384770522688,0.07204977305168689,0.05313003744705656,0.05074975945924452,0.040137440071762856,0.04307138738453608,0.056791835083033426,0.05333440792321941,0.0348876297929526,0.0528903151766786,0.025485380235977847,0.03423437574598789,0.019221918576138825,0.009566156591933052,0.01230004325038184,0.013536087826674538,0.013240571462280384,0.02321819685255741,0.005094273676130308,0.002851844376088404,0.00904008696472241,0.017435491040022396,0.06636550814616227
Aloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007871922557349087,,0.0006206853593829539,,,,,,,,,,
Ambor,,,,,,,,,,,,,,,,,,,,,,,0.0035025969790072925,,,,,0.0024215187898188033,0.0065721119654186975,,,0.005988743436309301,0.003252746484241862,,,,0.0021538303613526403,,0.007052120245444498,0.00594113441640993,0.0030690988676522735,0.0032246151118511556,,,0.002274372022197763,,,,,
Arataki Itto,0.01932072071247193,0.020215524201094588,0.020762439621828707,0.023556900900222572,0.026003337627584854,0.051479744390022904,0.033672742796197384,0.029664323556495373,0.01990419596095647,0.018084538460995853,0.01395033676440421,0.013819025533961722,0.013036290414009603,0.008433266922884847,0.00765916809587005,0.002732877928795033,0.0022901137259656377,0.002769431393854273,0.0027587514345879536,0.006468602114849871,0.004196444205581229,0.008245060438163476,0.01816146330085768,0.005571497788083435,0.006830458584540477,0.02293347645222372,0.018680193707141506,0.009858547293672386,0.011175211176086318,0.017870133798654073,0.01734117100813957,0.006799925984315171,0.00344487178846043,0.0037125055100817044,0.0016508497757643942,0.0135766559973227,0.005350224979324765,0.022078171318317928,0.007499975878350878,0.01282037778886145,0.008152641343480075,0.007401531030945344,0.006052291209597262,0.010078584723322022,0.008176588526506727,0.0062359740453485375,0.008026157571746333,0.006113409028945181,0.0061598544569978295,0.001673449872599636
Arlecchino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23838906148429972,0.2471925310571628,0.12031394472259337,0.10500847478928912,0.19012401227559467,0.22096320003945497,0.1615118918852138,0.17562153842249667,0.10013368285690544,0.21936288528843612,0.24497659827520435,0.16799343719134782,0.24467381666376542,0.17213825464563307,0.1987070147883408,0.18224479173841207,0.12521722631725443,0.10023893178974763,0.06989855973920431
Baizhu,,,,,,,,,,,,,,0.1060269633313682,0.09500371465077499,0.08153218057583614,0.07715635183700187,0.09770562028893894,0.08965796726578786,0.06330699139659085,0.05201162006447917,0.11691121159930355,0.14087555159646364,0.15939783240291125,0.1647189298016783,0.14328637913373693,0.1462505161768767,0.14157154539769246,0.11885747565649785,0.1490303605279028,0.14870394126097955,0.10839260111220897,0.12388200323220057,0.17836691864521653,0.15158454495299564,0.137332019237315,0.094202604525349,0.0816936738626438,0.06595332565057932,0.04726434785354415,0.025933766695498642,0.054589617005212004,0.0785857209689066,0.037229967352323444,0.0434826663736775,0.0184516202148662,0.012911400001487206,0.015146372024374178,0.031793699788789084,0.06095795070347153
Barbara,0.024997960994974266,0.033104888836137165,0.04147198751160544,0.03789004172565127,0.034513661294286346,0.042386705262003,0.04337211199742769,0.05753899043959865,0.03779280269134618,0.04026519102409609,0.02969746253517171,0.035195603446490045,0.03231400020106232,0.046565420329376134,0.030783479757424115,0.020690450460969578,0.024587133090774812,0.05869681972756152,0.04517869986739514,0.03573296653250551,0.035568817690207186,0.04250850241580623,0.04580805041154203,0.04350773727411223,0.0464346820874184,0.03125603050372415,0.03206447148227336,0.03540651564782713,0.032680561299811055,0.03015617341576934,0.030711731666084676,0.02872162028964774,0.032432327150696216,0.04437231756278019,0.036248786456789625,0.02194475346437379,0.0237331506391179,0.019381000109700355,0.019154020917856267,0.0222284291525795,0.021969899047710763,0.022725744693719362,0.024153174605075135,0.00047867858647542873,0.008780138864268174,0.0029651199126879183,0.013589296148817336,0.017061284532577724,0.021198140967745055,0.029571867384884654
