,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Aino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011111111111111112,0.054125263474856966
Albedo,0.02593537414965986,0.03959183673469388,0.006221719457013575,0.0388235294117647,0.03183673469387755,0.01286978802702073,0.009958071278825996,0.003246753246753247,0.04060044893378227,0.0006049606775559589,0.049342105263157895,0.018483709273182956,0.006265664160401002,0.005844155844155844,0.020028248587570623,0.0586038961038961,0.038215488215488216,0.0012531328320802004,0.0012099213551119178,0.035995160314579555,0.05245901639344262,0.026617310065221222,0.0407055630936228,0.01051560379918589,0.0,0.000877963125548727,0.008685446009389673,0.0020928462709284626,0.0028538812785388126,0.0055534987041836355,0.015258215962441314,0.020733061828952237,0.018018018018018018,0.0,0.004347826086956522,0.011741741741741743,0.0031635031635031635,0.004329004329004329,0.0,0.0005737234652897303,0.0,0.0008910273545397843,0.0,0.0019100793417572732,0.0029403902699812884,,,0.0,,
Alhaitham,,,,,,,,0.000974025974025974,0.02255892255892256,0.02238354506957048,0.012740183792815371,0.049081035923141184,0.011278195488721804,0.005032467532467532,0.03587570621468927,0.010714285714285714,0.03703703703703704,0.0018796992481203006,0.008771929824561405,0.031054648114539226,0.04289617486338798,0.010312004230565839,0.009648726066636514,0.05189959294436906,0.018065268065268064,0.004280070237050044,0.014889336016096578,0.010178843226788432,0.008181126331811263,0.01508700481303221,0.01672535211267606,0.00037023324694557573,0.0024065161051462424,0.0,0.002277432712215321,0.00036036036036036037,0.02713952713952714,0.011710511710511712,0.0016059419853457796,0.0014343086632243257,0.0005877167205406994,0.003875968992248062,0.02758777929776562,0.0,0.008152900294039027,0.006408227848101266,0.0,0.0004575611988103409,0.006679151061173533,0.0
Aloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
Ambor,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.011035007610350075,,,0.0,0.0,,,,0.0,,0.0,0.006310958118187033,0.0,0.0,,,0.0016038492381716118,,,,,
Arataki Itto,0.00935374149659864,0.005714285714285714,0.0,0.0,0.0,0.010831586303284416,0.0006988120195667365,0.012987012987012988,0.010942760942760943,0.011796733212341199,0.0,0.0003132832080200501,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005288207297726071,0.0,0.0,0.0,0.0013169446883230904,0.00040241448692152917,0.001744038559107052,0.0032343987823439876,0.0,0.000782472613458529,0.0,0.0,0.0,0.0,0.001081081081081081,0.0,0.0,0.0027100271002710027,0.0,0.0005877167205406994,0.0,0.002051983584131327,0.0,0.0,0.0,0.00189873417721519,0.0,0.0,0.0
Arlecchino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228310502283105,0.08672713809700111,0.0273972602739726,0.04399585921325052,0.02045045045045045,0.07403707403707405,0.017593517593517592,0.09981933152664862,0.030622489959839353,0.03435693995494172,0.0698565445959191,0.07697218422252622,0.04584190420217456,0.032522498440702124,0.010232067510548521,0.03470464135021097,0.018779074201174414,0.029567207657095293,0.00030111412225233364
Baizhu,,,,,,,,,,,,,,0.0042207792207792205,0.06694915254237288,0.07873376623376624,0.019023569023569026,0.04850668337510443,0.01643476507360355,0.028029844726759425,0.025683060109289616,0.020359598096245372,0.04251469923111714,0.025855570631690035,0.022843822843822845,0.05984781972490489,0.06398390342052312,0.02790461694571283,0.016362252663622526,0.015272121436504998,0.014084507042253521,0.020177711958533878,0.025422682956929534,0.009512937595129375,0.017391304347826087,0.020930930930930933,0.008824508824508824,0.030386280386280388,0.010313158687142427,0.013769363166953525,0.012807326868449407,0.018288336451929076,0.012038303693570451,0.06072827896953669,0.0033413525795241913,0.002768987341772152,0.0,0.005643254785327538,0.02309612983770287,0.03116531165311653
Barbara,0.003401360544217687,0.031768707482993194,0.04920814479638009,0.028627450980392155,0.011020408163265306,0.011530398322851153,0.032145352900069875,0.06304112554112554,0.007912457912457913,0.02177858439201452,0.023652882205513783,0.02788220551378446,0.009711779448621553,0.04561688311688312,0.017500000000000005,0.008766233766233766,0.012738496071829404,0.02245196324143692,0.0012099213551119178,0.020568663036902603,0.03907103825136612,0.01850872554204125,0.004522840343735866,0.02193577566711895,0.018803418803418803,0.0,0.005835010060362173,0.007800608828006088,0.014110857432775238,0.0074046649389115145,0.00782472613458529,0.004442798963346909,0.014068863383931877,0.004185692541856925,0.0,0.006126126126126126,0.0021645021645021645,0.0,0.0,0.019554408108624972,0.0,0.005880780539962577,0.004947560419516644,0.0,0.0008019246190858059,0.0023734177215189874,0.012869198312236287,0.005948295584534431,0.003870162297128589,0.010538994278831678
